0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000
1, 30.710932, 1.000000, 1.000001, 1.000001, 1.000001, 1.000001, 1.000001, 1.000001, 1.000001
2, 96.877021, 21.877021, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000
3, 114.245505, 35.534573, 1.000001, 1.000001, 1.000001, 1.000001, 1.000001, 1.000001, 1.000001
4, 128.607899, 1.000001, 1.000001, 1.000001, 1.000001, 1.000001, 1.000001, 1.000001, 1.000001
5, 135.414171, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000
6, 179.404614, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000
7, 222.720062, 27.305891, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000
8, 243.365633, 5.961019, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000
9, 236.856757, 1.067971, 1.067971, 1.067971, 1.067971, 1.067971, 1.067971, 1.067971, 1.067971
10, 318.924728, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000
11, 307.944837, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000
12, 354.545437, 1.000000, 1.000000, 1.000001, 1.000001, 1.000001, 1.000001, 1.000001, 1.000001
13, 416.661313, 55.596900, 1.115876, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000
14, 480.142337, 46.716476, 39.197500, 1.115876, 1.115876, 1.115876, 1.115876, 1.115876, 1.115876
15, 521.180979, 96.635542, 47.635542, 31.236142, 1.000001, 1.000001, 1.000001, 1.000001, 1.000001
16, 578.306256, 94.361419, 48.760819, 34.163920, 23.361419, 1.000001, 1.000001, 1.000001, 1.000001
17, 631.040773, 146.444217, 62.095936, 29.495336, 7.002271, 1.000001, 1.000001, 1.348282, 1.348282
18, 701.389054, 143.495336, 70.002271, 37.843617, 23.898437, 13.095936, 12.444217, 1.000001, 1.000001
19, 737.547708, 182.602871, 93.843617, 46.602871, 28.843617, 23.246718, 1.000001, 1.000001, 1.000001
